City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
359,Rawson,AR,-43.3,-65.1,88.03,13,0,7.31,clear sky
360,Niamey,NE,13.51,2.11,91.4,15,0,6.93,dust
361,Luis Correia,BR,-2.88,-41.67,84.87,68,31,12.95,scattered clouds
362,Touros,BR,-5.2,-35.46,84.2,70,40,17.22,scattered clouds
363,Jardim,BR,-21.48,-56.14,84.36,42,37,8.05,scattered clouds
364,Brandon,US,27.94,-82.29,88.0,58,75,3.47,broken clouds
365,Bokoro,TD,12.38,17.06,87.35,20,0,12.37,clear sky
366,Oshawa,CA,43.9,-78.85,45.0,65,90,24.16,overcast clouds
367,Fomboni,KM,-12.28,43.74,78.24,74,100,6.58,overcast clouds
368,Mombasa,KE,-4.05,39.66,78.8,83,40,5.82,scattered clouds
369,Usinsk,RU,65.99,57.53,27.32,97,97,9.48,overcast clouds
370,Buritis,BR,-15.62,-46.42,82.13,67,89,1.61,moderate rain
371,Encruzilhada Do Sul,BR,-30.54,-52.52,65.3,64,28,9.53,scattered clouds
372,Nasirabad,IN,26.3,74.73,62.96,26,0,1.77,clear sky
373,Belmonte,BR,-15.86,-38.88,69.8,88,90,5.82,shower rain
374,Billere,FR,43.3,-0.4,64.4,68,0,4.7,clear sky
375,Moroni,KM,-11.7,43.26,76.48,74,100,2.93,overcast clouds
376,Rozivka,UA,46.94,35.77,50.9,88,7,10.54,clear sky
377,Alekseyevka,RU,50.63,38.69,49.75,83,0,6.29,clear sky
378,Tomaszow Lubelski,PL,50.45,23.42,37.0,98,0,3.29,clear sky
379,Husavik,IS,66.04,-17.34,39.2,51,40,12.75,scattered clouds
380,Tucuma,BR,-0.18,-50.05,90.21,51,73,9.22,broken clouds
381,Oussouye,SN,12.48,-16.55,86.0,74,0,4.7,clear sky
382,Carndonagh,IE,55.25,-7.27,48.2,87,40,18.34,light rain
383,Tocopilla,CL,-22.09,-70.2,70.23,44,16,7.92,few clouds
384,Vestmannaeyjar,IS,63.44,-20.27,39.2,80,0,17.22,clear sky
385,Mbini,GQ,1.57,9.61,75.2,100,75,4.38,broken clouds
386,Imeni Babushkina,RU,59.76,43.13,27.97,97,0,3.38,clear sky
387,Tabou,CI,4.42,-7.35,78.42,86,63,5.93,broken clouds
388,Chapada Dos Guimaraes,BR,-15.46,-55.75,93.2,34,40,11.41,scattered clouds
389,Baghdad,IQ,33.34,44.4,77.0,31,0,13.87,clear sky
390,Qasigiannguit,GL,68.82,-51.19,19.4,62,100,9.17,light snow
391,Raga,SS,8.46,25.68,74.71,76,100,4.07,overcast clouds
392,Bonthe,SL,7.53,-12.51,80.33,81,4,7.74,clear sky
393,Iquique,CL,-20.22,-70.14,66.2,63,0,11.41,clear sky
394,Ilhabela,BR,-23.78,-45.36,67.37,69,84,6.69,light rain
395,Oktyabrskoye,RU,43.06,44.74,44.6,93,0,4.47,clear sky
396,Puerto Narino,CO,-3.77,-70.38,86.0,66,75,3.36,broken clouds
397,Abu Kamal,SY,34.45,40.92,70.77,22,2,8.52,clear sky
398,Great Yarmouth,GB,52.61,1.73,63.0,97,100,8.01,overcast clouds
399,Goundam,ML,16.41,-3.67,89.2,12,4,9.78,clear sky
400,Aksu,CN,41.12,80.26,41.11,57,0,2.66,clear sky
401,Biltine,TD,14.53,20.92,82.67,26,17,5.95,few clouds
402,Ornskoldsvik,SE,63.29,18.72,46.4,100,100,25.28,light rain
403,Shelburne,CA,44.08,-80.2,41.0,93,90,17.22,light rain
404,Gambela,ET,8.25,34.58,73.06,88,83,2.66,broken clouds
405,Montepulciano,IT,43.1,11.79,57.0,84,100,2.19,overcast clouds
406,Quelimane,MZ,-17.88,36.89,75.2,88,20,3.36,few clouds
407,Cabo Rojo,PR,18.09,-67.15,88.0,66,100,5.01,overcast clouds
408,Mayumba,GA,-3.43,10.66,75.16,92,100,3.62,light rain
409,Dakar,SN,14.69,-17.44,82.4,65,0,2.24,clear sky
410,Grindavik,IS,63.84,-22.43,37.4,93,90,8.05,light intensity drizzle
411,Salvador,SV,13.83,-88.92,89.6,61,20,9.17,few clouds
412,Arys,KZ,42.43,68.8,44.6,36,100,4.47,smoke
413,Sokolo,ML,14.73,-6.12,86.81,13,0,4.81,clear sky
414,Marawi,PH,8.0,124.29,75.99,90,100,1.99,moderate rain
415,Necochea,AR,-38.55,-58.74,70.63,45,93,7.81,overcast clouds
416,Nkhotakota,MW,-12.93,34.3,77.09,70,20,3.27,light rain
417,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,80.6,69,60,4.07,broken clouds
418,Nampula,MZ,-15.12,39.27,75.2,83,40,10.29,scattered clouds
419,Bombay,IN,19.01,72.85,82.4,58,75,3.36,smoke
420,Tandalti,SD,13.02,31.87,88.41,37,31,6.55,scattered clouds
421,Aksay,RU,47.26,39.87,57.2,93,75,13.42,broken clouds
422,Kashi,CN,39.45,75.98,42.8,38,0,8.95,clear sky
423,Filingue,NE,14.35,3.32,88.43,12,0,7.7,clear sky
424,Pindiga,NG,9.98,10.93,79.48,30,0,5.82,clear sky
425,Mahon,ES,39.89,4.27,60.8,87,20,5.82,few clouds
426,Puerto Leguizamo,CO,-0.19,-74.78,79.66,86,100,2.82,light rain
427,Tessalit,ML,20.2,1.01,81.18,16,100,9.01,overcast clouds
428,Alta Floresta,BR,-9.88,-56.09,77.83,92,100,4.16,moderate rain
429,Deda,RO,46.93,24.9,33.8,100,2,1.12,clear sky
430,Lincoln,US,40.8,-96.67,50.0,31,1,8.05,clear sky
431,Robertsport,LR,6.75,-11.37,80.28,82,38,9.01,scattered clouds
432,Pascagoula,US,30.37,-88.56,77.0,41,1,13.87,clear sky
433,Duverge,DO,18.38,-71.52,87.8,62,40,18.34,scattered clouds
434,Vilhena,BR,-12.74,-60.15,87.8,43,40,2.24,scattered clouds
435,Nioki,CD,-2.72,17.68,74.07,92,100,1.07,light rain
436,Goderich,CA,43.75,-81.72,37.4,59,100,25.28,overcast clouds
437,Ilebo,CD,-4.32,20.58,73.72,89,95,1.05,light rain
438,Gualeguaychu,AR,-33.01,-58.52,75.0,37,0,8.01,clear sky
439,Tutoia,BR,-2.76,-42.27,83.79,71,12,10.31,few clouds
440,Rio Grande,BR,-32.03,-52.1,71.6,43,20,11.41,few clouds
441,Hurghada,EG,27.26,33.81,77.0,65,40,8.05,scattered clouds
442,Natal,BR,-5.79,-35.21,84.2,74,40,13.87,scattered clouds
443,Cap Malheureux,MU,-19.98,57.61,68.0,68,26,3.0,scattered clouds
444,Kayerkan,RU,69.35,87.76,21.2,85,100,17.9,light snow
445,Kita,ML,13.03,-9.49,82.62,23,2,2.48,clear sky
446,Talara,PE,-4.58,-81.27,77.0,65,0,18.34,clear sky
447,Zelenogorskiy,RU,55.03,87.0,32.0,97,0,8.95,clear sky
448,Monrovia,LR,6.3,-10.8,79.83,83,78,7.92,broken clouds
449,George,ZA,-33.96,22.46,60.8,100,0,3.36,clear sky
450,Yaounde,CM,3.87,11.52,69.8,100,40,2.24,thunderstorm
451,Chamba,IN,32.57,76.13,58.84,34,4,6.58,clear sky
452,Cuamba,MZ,-14.8,36.54,74.82,66,88,3.2,overcast clouds
453,Port Antonio,JM,18.18,-76.46,84.2,74,75,17.22,shower rain
454,Guiratinga,BR,-16.35,-53.76,82.2,58,10,5.41,light rain
455,Karasjok,NO,69.47,25.51,39.2,80,75,18.34,broken clouds
456,Birao,CF,10.28,22.79,80.35,35,0,2.06,clear sky
457,Asyut,EG,27.18,31.18,75.2,60,0,16.11,clear sky
458,Bahia De Caraquez,EC,-0.6,-80.42,82.4,65,40,10.29,scattered clouds
459,Poros,GR,37.5,23.45,63.0,63,3,5.01,clear sky
460,Kidal,ML,18.44,1.41,80.67,17,12,11.86,few clouds
461,Saint-Pierre,RE,-21.34,55.48,68.0,68,75,5.82,broken clouds
462,Zadar,HR,44.12,15.24,51.8,100,20,1.12,mist
463,Makambako,TZ,-8.85,34.82,63.23,81,56,15.52,broken clouds
464,Isabela,PH,6.71,121.97,77.0,100,75,1.12,broken clouds
465,Pauini,BR,-7.71,-66.98,89.24,53,98,0.56,overcast clouds
466,Medvedok,RU,57.39,50.04,28.8,96,0,3.58,clear sky
467,Ichchapuram,IN,19.12,84.7,78.37,75,2,3.38,clear sky
468,Kapuskasing,CA,49.42,-82.43,28.4,92,100,20.8,light rain
469,Arlit,NE,18.74,7.39,80.22,18,100,19.26,overcast clouds
470,Kostomuksha,RU,64.57,30.58,35.85,92,95,10.92,overcast clouds
471,Jalu,LY,29.03,21.55,66.38,50,0,5.28,clear sky
472,Itaituba,BR,-4.28,-55.98,82.4,78,75,0.78,moderate rain
473,Sisimiut,GL,66.94,-53.67,28.38,95,100,8.77,overcast clouds
474,Shieli,KZ,44.17,66.75,40.73,69,0,2.42,clear sky
475,San Juan,AR,-31.54,-68.54,88.75,12,0,8.39,clear sky
476,Parana,AR,-31.73,-60.52,82.0,25,0,4.0,clear sky
477,Sao Joao Da Barra,BR,-21.64,-41.05,73.4,69,75,23.04,broken clouds
478,Torbat-E Jam,IR,35.24,60.62,51.1,44,0,2.3,clear sky
479,Vila Velha,BR,-20.33,-40.29,75.2,73,75,12.75,broken clouds
480,Chipinge,ZW,-20.19,32.62,64.04,71,1,7.07,clear sky
481,Binga,ZW,-17.62,27.34,79.45,43,0,6.17,clear sky
482,Panaba,MX,21.28,-88.27,77.47,84,100,14.65,overcast clouds
483,Rajapur,IN,25.38,81.15,71.22,26,23,5.93,few clouds
484,Sao Jose Da Coroa Grande,BR,-8.9,-35.15,80.33,74,81,13.2,broken clouds
485,Riohacha,CO,11.54,-72.91,85.06,72,100,10.2,light rain
486,Pishin,PK,30.58,67.0,39.52,64,0,0.81,clear sky
487,Terbuny,RU,52.14,38.28,48.13,88,85,7.85,overcast clouds
488,Tera,NE,14.01,0.75,88.39,13,0,8.88,clear sky
489,Liverpool,GB,53.41,-2.98,63.0,87,40,20.8,light intensity shower rain
490,Saint-Francois,FR,46.42,3.91,66.2,63,90,4.7,overcast clouds
491,Jumla,NP,29.27,82.18,46.33,59,0,5.48,clear sky
492,Komatipoort,ZA,-25.43,31.95,66.99,87,100,7.25,overcast clouds
493,Faridabad,IN,28.43,77.32,66.2,68,0,5.73,smoke
494,Ashtabula,US,41.7,-80.77,42.01,75,90,16.11,light rain
495,Guaimaca,HN,14.53,-86.82,78.8,61,75,5.3,broken clouds
496,Jeremoabo,BR,-10.07,-38.48,91.56,38,84,0.58,broken clouds
497,Zivinice,BA,44.45,18.65,46.4,93,0,1.12,clear sky
498,Sorland,NO,67.67,12.69,48.2,81,0,20.8,clear sky
499,Normandin,CA,48.83,-72.53,39.2,74,100,17.22,overcast clouds
500,Malanje,AO,-9.54,16.34,69.58,76,65,3.47,broken clouds
501,Ochamchira,GE,42.71,41.47,63.59,79,100,4.63,overcast clouds
502,Omboue,GA,-1.57,9.26,75.16,93,100,3.69,overcast clouds
503,Cabedelo,BR,-6.98,-34.83,82.4,74,40,11.41,scattered clouds
504,Wilmington,US,34.23,-77.94,71.6,83,75,14.99,broken clouds
505,Murgab,TM,37.5,61.97,55.4,25,0,4.7,clear sky
506,Brewster,US,41.4,-73.62,50.0,93,90,6.93,moderate rain
507,Dhidhdhoo,MV,6.88,73.1,82.74,69,16,5.39,few clouds
508,Uruacu,BR,-14.52,-49.14,81.23,68,47,5.12,scattered clouds
509,Lixourion,GR,38.2,20.43,62.6,100,20,2.95,few clouds
510,Malatya,TR,38.5,38.0,59.0,38,75,3.36,broken clouds
511,Patti,IN,31.28,74.86,66.2,82,0,4.83,mist
512,Dalbandin,PK,28.89,64.41,53.37,29,0,5.12,clear sky
513,Ust-Tsilma,RU,65.44,52.15,29.55,95,100,6.17,overcast clouds
514,Balkhash,KZ,46.84,74.98,40.28,70,0,3.13,clear sky
515,Krasnoarmeysk,RU,51.02,45.7,44.01,82,2,4.0,clear sky
516,Gweta,BW,-20.18,25.23,82.65,32,6,8.43,clear sky
517,Boa Vista,BR,2.82,-60.67,82.4,69,75,17.22,shower rain
518,Bossangoa,CF,6.49,17.46,72.0,93,82,2.55,moderate rain
519,Sao Luis,BR,-2.53,-44.3,87.8,66,75,16.11,broken clouds
520,Kabalo,CD,-6.05,26.92,72.86,79,79,2.71,broken clouds
521,Boysun,UZ,38.21,67.2,46.45,39,55,1.97,broken clouds
522,Vangaindrano,MG,-23.35,47.6,69.96,80,100,5.53,overcast clouds
523,Trincomalee,LK,8.57,81.23,81.61,71,25,5.03,scattered clouds
524,Teeli,RU,51.03,90.23,23.31,90,97,0.76,overcast clouds
525,Mizan Teferi,ET,6.98,35.58,62.51,90,100,1.48,overcast clouds
526,Guliston,UZ,40.49,68.78,51.49,34,100,1.61,overcast clouds
527,Mahajanga,MG,-15.72,46.32,80.6,61,20,9.17,few clouds
528,Villarrica,PY,-25.75,-56.43,85.3,28,0,6.85,clear sky
529,Urumqi,CN,43.8,87.6,37.4,59,0,4.47,clear sky
530,George Town,MY,5.41,100.34,80.01,88,20,3.36,few clouds
531,Chiredzi,ZW,-21.05,31.67,73.02,56,0,6.17,clear sky
532,Gubbi,IN,13.31,76.94,69.73,71,30,6.38,scattered clouds
533,Rosario,AR,-32.95,-60.64,82.99,28,0,9.17,clear sky
534,Luena,AO,-11.78,19.92,71.65,48,67,2.37,broken clouds
535,Camacha,PT,33.08,-16.33,69.8,77,20,3.36,few clouds
536,Matara,LK,5.95,80.54,77.38,84,1,6.53,clear sky
537,Aljezur,PT,37.32,-8.8,64.53,81,92,6.62,overcast clouds
538,Porto Walter,BR,-8.27,-72.74,90.43,40,97,3.24,overcast clouds
539,Guerande,FR,47.33,-2.43,62.6,93,90,24.16,mist
540,Nova Olinda Do Norte,BR,-3.89,-59.09,93.78,45,77,0.92,broken clouds
541,Mitsamiouli,KM,-11.38,43.28,77.5,76,100,7.94,overcast clouds
542,Newberry,US,34.27,-81.62,68.0,56,1,17.22,clear sky
543,Zamora,EC,-4.07,-78.96,91.4,22,0,10.29,clear sky
544,Wamba,NG,8.93,8.6,77.27,42,22,2.39,few clouds
545,Campbellton,CA,48.01,-66.67,44.6,65,100,3.36,light rain
546,Bebedouro,BR,-20.95,-48.48,78.33,53,2,12.06,clear sky
547,Thompson,CA,55.74,-97.86,21.2,85,90,11.41,overcast clouds
548,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,86.0,21,0,1.99,clear sky
549,Seminole,US,28.71,-81.21,82.99,65,75,13.87,light rain
550,Mao,ES,39.89,4.27,60.8,87,20,5.82,few clouds
551,Pinega,RU,64.7,43.39,30.13,96,100,7.34,overcast clouds
552,Marystown,CA,47.17,-55.15,46.0,100,84,1.99,broken clouds
553,Andenes,NO,69.31,16.12,44.6,75,100,13.87,overcast clouds
554,Akodia,IN,23.38,76.6,65.62,28,8,3.62,clear sky
555,Paramirim,BR,-13.44,-42.24,81.12,55,9,6.89,clear sky
556,Igarka,RU,67.47,86.58,20.75,97,100,14.38,light snow
557,La Baule-Escoublac,FR,47.29,-2.36,62.6,93,90,24.16,mist
558,Banepa,NP,27.63,85.52,59.0,93,20,2.24,few clouds
559,Kautokeino,NO,69.01,23.04,37.9,94,100,21.03,overcast clouds
560,Keita,NE,14.76,5.77,86.0,17,0,4.7,clear sky
561,Diapaga,BF,12.07,1.79,84.78,21,0,5.97,clear sky
562,Asfi,MA,32.3,-9.24,68.47,76,0,18.32,clear sky
563,Pachmarhi,IN,22.47,78.43,59.56,43,0,0.72,clear sky
564,Rijeka,HR,45.34,14.41,57.99,93,20,2.24,few clouds
565,Douentza,ML,15.0,-2.95,84.51,14,0,4.61,clear sky
566,Troitsko-Pechorsk,RU,62.71,56.2,22.71,98,1,4.99,clear sky
567,Manga,BF,11.66,-1.07,84.2,25,0,4.61,clear sky
568,Orsk,RU,51.2,58.57,32.0,64,0,4.47,clear sky
569,Shihezi,CN,44.3,86.03,36.88,73,63,1.19,broken clouds
570,Abu Dhabi,AE,24.47,54.37,82.4,65,0,3.36,clear sky
571,Elizabeth City,US,36.29,-76.25,66.2,100,90,10.29,mist
572,Banatski Karlovac,RS,45.05,21.02,39.2,93,0,3.36,light rain
573,Karabanovo,RU,56.32,38.7,39.11,90,100,9.06,light rain
574,Baharampur,IN,24.1,88.25,78.26,78,12,3.27,few clouds
575,Inongo,CD,-1.95,18.27,74.93,88,100,2.21,overcast clouds
576,Saint-Ambroise,CA,48.55,-71.33,37.4,69,100,6.93,overcast clouds
577,Guadix,ES,37.3,-3.14,63.0,42,4,4.0,clear sky
578,Fundong,CM,6.25,10.27,60.39,100,100,2.91,light rain
579,Stromness,GB,58.97,-3.3,48.2,70,100,31.09,overcast clouds
580,Mantua,IT,45.17,10.78,55.99,95,0,3.0,clear sky
581,Pocone,BR,-16.26,-56.62,91.13,40,8,6.6,clear sky
582,Kuytun,RU,54.34,101.5,17.29,88,100,6.89,overcast clouds
583,Necocli,CO,8.42,-76.79,87.64,61,91,9.19,overcast clouds
584,Bouca,CF,6.51,18.27,73.6,85,100,2.84,light rain
585,Valday,RU,57.97,33.25,32.95,95,0,6.17,clear sky
586,Glyadyanskoye,RU,54.91,65.09,26.28,97,0,6.24,clear sky
587,Tergnier,FR,49.66,3.3,64.4,88,90,23.04,overcast clouds
588,Tirano,IT,46.22,10.17,52.0,79,53,7.58,broken clouds
589,Kaba,HU,47.35,21.28,48.2,81,75,2.24,broken clouds
590,Bougouni,ML,11.42,-7.48,83.23,27,30,1.9,scattered clouds
591,Ballina,AU,-28.87,153.57,60.8,87,1,8.05,clear sky
592,Olavarria,AR,-36.89,-60.32,73.99,36,0,5.01,clear sky
593,Polyarnyy,RU,69.2,33.45,35.6,93,75,4.47,broken clouds
594,Aswan,EG,24.09,32.91,75.31,35,0,9.86,clear sky
595,Libertador General San Martin,AR,-23.81,-64.79,90.0,20,0,4.0,clear sky
596,Bahia Honda,CU,22.9,-83.16,82.0,81,10,10.54,light rain
597,Malakal,SS,9.53,31.66,77.7,71,8,4.36,light rain
598,Bardiyah,LY,31.76,25.09,69.08,61,0,4.92,clear sky
599,Agirish,RU,61.92,63.02,26.53,97,0,8.63,clear sky
600,Havoysund,NO,71.0,24.66,41.0,80,20,17.22,few clouds
601,Sanquhar,GB,55.37,-3.92,53.6,87,75,13.87,light rain
602,Storforshei,NO,66.4,14.52,51.8,62,75,8.05,broken clouds
603,Diffa,NE,13.32,12.61,82.53,19,100,7.49,overcast clouds
604,Barraute,CA,48.43,-77.63,39.2,93,90,11.41,overcast clouds
605,Odweyne,SO,9.41,45.06,74.43,21,0,14.12,clear sky
606,Bafra,TR,41.57,35.91,57.2,76,75,3.36,broken clouds
607,Bushehr,IR,28.97,50.84,75.2,50,0,5.28,clear sky
608,Ubinskoye,RU,55.31,79.68,36.79,82,100,11.41,overcast clouds
609,Corn Island,NI,12.17,-83.04,80.02,87,99,23.98,moderate rain
610,La Palma,US,33.85,-118.05,81.0,44,40,2.73,scattered clouds
611,Klerksdorp,ZA,-26.85,26.67,58.62,83,100,4.99,overcast clouds
612,Urubicha,BO,-15.38,-62.95,94.75,18,0,5.53,clear sky
613,Gonen,TR,40.1,27.65,50.0,93,0,2.24,clear sky
614,Stantsionno-Oyashinskiy,RU,55.47,83.82,33.55,93,100,14.34,overcast clouds
615,Muzhi,RU,65.37,64.67,27.77,94,24,13.09,few clouds
616,Rio Bueno,CL,-40.32,-72.97,75.2,53,0,6.93,clear sky
617,Sitio Novo Do Tocantins,BR,-5.52,-47.46,96.8,44,40,5.82,scattered clouds
618,Conakry,GN,9.54,-13.68,84.2,79,40,9.17,scattered clouds
619,Mangai,CD,-4.05,19.53,72.59,95,97,1.72,light rain
620,Agadir,MA,30.42,-9.6,68.0,60,0,8.05,clear sky
621,Hattiesburg,US,31.33,-89.29,72.0,43,1,9.17,clear sky
622,Bud,US,39.45,-86.18,43.0,45,90,11.41,overcast clouds
623,Tasco,CO,5.91,-72.78,57.54,83,100,0.89,moderate rain
624,Severnyy,RU,50.68,36.55,46.4,93,75,6.71,mist
625,Kars,TR,40.6,43.09,50.0,46,75,8.05,light rain
626,Roald,NO,62.58,6.13,51.8,62,75,20.8,light rain
627,Filadelfia,US,39.95,-75.16,54.0,93,90,11.41,heavy intensity rain
628,Luanda,AO,-8.84,13.23,78.8,83,75,9.17,broken clouds
629,Sergiyevsk,RU,53.94,51.16,37.47,91,12,7.52,few clouds
630,Belebey,RU,54.12,54.12,34.03,93,8,6.76,clear sky
631,Divnomorskoye,RU,44.5,38.14,59.68,67,72,20.6,light rain
632,Saginaw,US,43.33,-84.03,37.4,55,90,19.46,overcast clouds
633,Marsa Matruh,EG,31.35,27.25,68.0,77,40,6.93,scattered clouds
634,Vizinga,RU,61.07,50.1,27.77,97,0,3.83,clear sky
635,Severodvinsk,RU,64.56,39.83,30.2,92,75,4.47,broken clouds
636,Saint-Paul,RE,-21.01,55.27,66.2,72,75,4.7,broken clouds
637,Kirkwall,GB,58.98,-2.96,48.2,70,99,31.09,overcast clouds
638,Camana,PE,-16.62,-72.71,69.46,66,55,7.05,broken clouds
639,Kumluca,TR,36.37,30.29,68.85,45,13,6.15,few clouds
640,Turukhansk,RU,65.82,87.98,28.11,99,100,9.31,light snow
641,Clearwater,US,27.97,-82.8,84.99,74,90,6.17,overcast clouds
642,Huarmey,PE,-10.07,-78.15,68.99,64,87,10.36,overcast clouds
643,Manono,CD,-7.3,27.42,72.61,76,28,1.19,scattered clouds
644,Mus,TR,39.0,41.75,47.3,48,94,2.19,overcast clouds
645,Karla,EE,59.37,24.93,46.99,81,90,10.29,overcast clouds
646,Kalofer,BG,42.62,24.98,46.99,66,0,1.88,clear sky
647,Leninaul,RU,43.09,46.57,56.91,64,80,3.56,broken clouds
648,Portsmouth,GB,50.8,-1.09,61.0,96,100,8.01,overcast clouds
649,Campo Verde,BR,-20.42,-54.07,82.4,37,40,10.29,scattered clouds
650,Guayaramerin,BO,-10.84,-65.36,87.8,45,44,5.82,scattered clouds
651,Sept-Iles,CA,50.2,-66.38,37.4,59,100,4.7,moderate rain
652,Limon,CR,10.0,-83.03,87.8,62,75,13.87,broken clouds
653,Soure,BR,-0.72,-48.52,85.82,65,2,13.78,clear sky
654,Mvomero,TZ,-6.25,38.67,77.0,83,20,3.38,few clouds
655,Katete,UG,-0.78,29.75,66.11,78,100,3.2,overcast clouds
656,Vigrestad,NO,58.57,5.7,48.0,92,100,1.01,overcast clouds
657,Agadez,NE,19.75,10.25,72.21,25,100,8.59,overcast clouds
658,Loiza,PR,18.43,-65.88,87.8,58,40,14.99,haze
659,Taraclia,MD,45.9,28.67,48.15,78,96,12.95,overcast clouds
660,Orasac,BA,44.63,16.07,54.88,76,100,3.74,overcast clouds
661,Diu,IN,20.71,70.98,78.26,55,5,6.82,clear sky
662,Skibbereen,IE,51.55,-9.27,57.2,100,75,31.09,broken clouds
663,Porciuncula,BR,-20.96,-42.04,68.34,87,100,3.24,light rain
664,Valparaiso,CL,-33.04,-71.63,59.0,76,75,9.17,broken clouds
665,Yanam,IN,16.73,82.22,76.62,74,7,2.08,clear sky
666,Maralal,KE,1.1,36.7,63.55,70,78,14.83,broken clouds
667,Tamale,GH,9.4,-0.84,86.04,36,0,4.34,clear sky
668,Saint-Denis,FR,48.92,2.33,64.99,88,90,16.11,overcast clouds
669,Westport,US,41.14,-73.36,53.6,81,90,12.75,moderate rain
670,Latehar,IN,23.75,84.5,66.27,64,0,2.62,clear sky
671,Akdepe,TM,42.06,59.38,44.6,45,0,9.17,clear sky
672,Lumeje,AO,-11.55,20.78,73.63,51,1,1.79,clear sky
673,Sturgeon Falls,CA,46.36,-79.93,42.01,86,75,14.99,broken clouds
674,Nsukka,NG,6.86,7.39,74.89,79,90,2.57,overcast clouds
675,Lilongwe,MW,-13.97,33.79,73.11,58,93,7.27,overcast clouds
676,Turtas,RU,58.94,69.13,26.98,98,40,6.89,scattered clouds
677,Emborion,GR,40.48,21.55,59.0,71,100,4.7,overcast clouds
678,Lekoni,GA,-1.58,14.26,73.8,88,100,3.67,moderate rain
679,Yokadouma,CM,3.52,15.05,73.06,88,93,1.12,light rain
680,Puerto Guzman,CO,0.97,-76.59,79.27,76,100,2.35,light rain
681,Kragero,NO,58.87,9.41,53.01,94,100,21.0,moderate rain
682,Paamiut,GL,61.99,-49.67,26.17,95,98,5.57,overcast clouds
683,Lagos,NG,6.58,3.75,78.3,91,99,6.64,light rain
684,Camacupa,AO,-12.02,17.48,71.62,60,97,1.66,overcast clouds
685,Manoharpur,IN,27.3,75.95,64.4,36,0,1.16,haze
686,Sistranda,NO,63.73,8.83,51.8,62,40,27.51,scattered clouds
687,Arklow,IE,52.79,-6.14,59.0,92,100,5.01,moderate rain
688,Sao Miguel Do Araguaia,BR,-13.28,-50.16,85.86,56,100,6.22,light rain
689,Kaka,TM,37.35,59.61,60.22,31,0,3.94,clear sky
690,Keflavik,IS,64.0,-22.56,37.4,93,90,8.05,light intensity drizzle
691,Velsk,RU,61.07,42.1,28.78,97,0,2.77,clear sky
692,Palora,EC,-1.7,-77.93,68.0,94,90,5.82,light rain
693,Windhoek,NA,-22.56,17.08,79.0,10,89,4.7,overcast clouds
694,Booue,GA,-0.09,11.94,73.18,92,100,1.45,moderate rain
695,Kochki,RU,54.34,80.48,35.85,87,100,12.84,overcast clouds
696,Bluefield,US,37.27,-81.22,55.99,58,20,18.34,few clouds
697,Fulton,US,33.77,-84.45,71.01,46,1,12.75,clear sky
698,Morant Bay,JM,17.88,-76.41,84.2,74,75,17.22,shower rain
699,Nema,RU,57.51,50.5,27.95,96,0,3.85,clear sky
700,Vicuna,CL,-30.03,-70.71,81.0,17,0,3.0,clear sky
701,Rey Bouba,CM,8.67,14.18,81.75,35,58,1.19,broken clouds
702,Sinop,TR,41.77,34.87,55.4,54,40,8.05,scattered clouds
703,Carros,FR,43.79,7.18,59.0,82,40,5.82,scattered clouds
704,San Luis,AR,-33.3,-66.34,82.38,16,1,5.53,clear sky
705,Maniitsoq,GL,65.42,-52.9,23.11,96,100,6.89,overcast clouds
706,Buraydah,SA,26.33,43.98,71.6,35,0,6.93,clear sky
707,Weiz,AT,47.22,15.62,51.8,87,0,1.12,light rain
708,Konevo,RU,62.12,39.32,27.86,97,0,4.41,clear sky
709,Workington,GB,54.64,-3.54,55.99,93,100,18.99,heavy intensity rain
710,Salinas,US,36.68,-121.66,81.0,19,1,11.41,clear sky
711,Ghorawal,IN,24.77,82.78,68.5,33,0,4.94,clear sky
712,Uvat,RU,59.14,68.9,27.28,98,33,7.29,scattered clouds
713,Floro,NO,61.6,5.03,46.4,87,100,25.28,moderate rain
714,Hun,LY,29.13,15.95,62.85,62,0,8.63,clear sky
715,Gayeri,BF,12.65,0.49,86.22,18,0,9.51,clear sky
716,Oban,GB,56.41,-5.47,51.01,85,100,5.01,overcast clouds
717,Abonnema,NG,4.71,6.79,77.0,88,75,4.7,thunderstorm
718,Eyl,SO,7.98,49.82,80.35,68,0,19.24,clear sky
